-10.0; -0.83907
-9.950000000000001; -0.86521
-9.9; -0.88919
-9.850000000000001; -0.91095
-9.8; -0.93043
-9.75; -0.94758
-9.700000000000001; -0.96236
-9.65; -0.97474
-9.600000000000001; -0.98469
-9.55; -0.99217
-9.5; -0.99717
-9.450000000000001; -0.99968
-9.4; -0.99969
-9.35; -0.99721
-9.3; -0.99223
-9.25; -0.98477
-9.200000000000001; -0.97484
-9.15; -0.96249
-9.1; -0.94772
-9.05; -0.93059
-9.0; -0.91113
-8.950000000000001; -0.88939
-8.9; -0.86544
-8.85; -0.83931
-8.8; -0.81109
-8.75; -0.78085
-8.700000000000001; -0.74865
-8.65; -0.71458
-8.6; -0.67872
-8.55; -0.64117
-8.5; -0.60201
-8.450000000000001; -0.56135
-8.4; -0.51929
-8.35; -0.47593
-8.3; -0.43138
-8.25; -0.38575
-8.200000000000001; -0.33915
-8.15; -0.29171
-8.1; -0.24354
-8.05; -0.19477
-8.0; -0.1455
-7.95; -0.09587
-7.9; -0.046
-7.8500000000000005; 0.00398
-7.800000000000001; 0.05396
-7.75; 0.10379
-7.7; 0.15337
-7.65; 0.20257
-7.6000000000000005; 0.25126
-7.550000000000001; 0.29932
-7.5; 0.34664
-7.45; 0.39308
-7.4; 0.43855
-7.3500000000000005; 0.48292
-7.300000000000001; 0.52608
-7.25; 0.56792
-7.2; 0.60835
-7.15; 0.64726
-7.1000000000000005; 0.68455
-7.050000000000001; 0.72012
-7.0; 0.7539
-6.95; 0.7858
-6.9; 0.81573
-6.8500000000000005; 0.84362
-6.800000000000001; 0.8694
-6.75; 0.89301
-6.7; 0.91438
-6.65; 0.93347
-6.6000000000000005; 0.95023
-6.550000000000001; 0.96462
-6.5; 0.97659
-6.45; 0.98612
-6.4; 0.99318
-6.3500000000000005; 0.99777
-6.300000000000001; 0.99986
-6.25; 0.99945
-6.2; 0.99654
-6.15; 0.99114
-6.1000000000000005; 0.98327
-6.050000000000001; 0.97294
-6.0; 0.96017
-5.95; 0.94501
-5.9; 0.92748
-5.8500000000000005; 0.90763
-5.800000000000001; 0.88552
-5.75; 0.86119
-5.7; 0.83471
-5.65; 0.80615
-5.6000000000000005; 0.77557
-5.550000000000001; 0.74305
-5.5; 0.70867
-5.45; 0.67252
-5.4; 0.63469
-5.3500000000000005; 0.59528
-5.300000000000001; 0.55437
-5.25; 0.51209
-5.2; 0.46852
-5.15; 0.42378
-5.1000000000000005; 0.37798
-5.050000000000001; 0.33123
-5.0; 0.28366
-4.95; 0.23538
-4.9; 0.18651
-4.8500000000000005; 0.13718
-4.800000000000001; 0.0875
-4.75; 0.0376
-4.7; -0.01239
-4.65; -0.06235
-4.6000000000000005; -0.11215
-4.55; -0.16168
-4.5; -0.2108
-4.45; -0.25939
-4.4; -0.30733
-4.3500000000000005; -0.35451
-4.3; -0.4008
-4.25; -0.44609
-4.2; -0.49026
-4.15; -0.53321
-4.1000000000000005; -0.57482
-4.05; -0.615
-4.0; -0.65364
-3.95; -0.69065
-3.9000000000000004; -0.72593
-3.85; -0.7594
-3.8000000000000003; -0.79097
-3.75; -0.82056
-3.7; -0.8481
-3.6500000000000004; -0.87352
-3.6; -0.89676
-3.5500000000000003; -0.91775
-3.5; -0.93646
-3.45; -0.95282
-3.4000000000000004; -0.9668
-3.35; -0.97836
-3.3000000000000003; -0.98748
-3.25; -0.99413
-3.2; -0.99829
-3.1500000000000004; -0.99996
-3.1; -0.99914
-3.0500000000000003; -0.99581
-3.0; -0.98999
-2.95; -0.9817
-2.9000000000000004; -0.97096
-2.85; -0.95779
-2.8000000000000003; -0.94222
-2.75; -0.9243
-2.7; -0.90407
-2.6500000000000004; -0.88158
-2.6; -0.85689
-2.5500000000000003; -0.83005
-2.5; -0.80114
-2.45; -0.77023
-2.4000000000000004; -0.73739
-2.35; -0.70271
-2.3000000000000003; -0.66628
-2.25; -0.62817
-2.2; -0.5885
-2.15; -0.54736
-2.1; -0.50485
-2.0500000000000003; -0.46107
-2.0; -0.41615
-1.9500000000000002; -0.37018
-1.9000000000000001; -0.32329
-1.85; -0.27559
-1.8; -0.2272
-1.75; -0.17825
-1.7000000000000002; -0.12884
-1.6500000000000001; -0.07912
-1.6; -0.0292
-1.55; 0.02079
-1.5; 0.07074
-1.4500000000000002; 0.1205
-1.4000000000000001; 0.16997
-1.35; 0.21901
-1.3; 0.2675
-1.25; 0.31532
-1.2000000000000002; 0.36236
-1.1500000000000001; 0.40849
-1.1; 0.4536
-1.05; 0.49757
-1.0; 0.5403
-0.9500000000000001; 0.58168
-0.9; 0.62161
-0.8500000000000001; 0.65998
-0.8; 0.69671
-0.75; 0.73169
-0.7000000000000001; 0.76484
-0.65; 0.79608
-0.6000000000000001; 0.82534
-0.55; 0.85252
-0.5; 0.87758
-0.45; 0.90045
-0.4; 0.92106
-0.35000000000000003; 0.93937
-0.30000000000000004; 0.95534
-0.25; 0.96891
-0.2; 0.98007
-0.15000000000000002; 0.98877
-0.1; 0.995
-0.05; 0.99875
0.0; 1.0
0.05; 0.99875
0.1; 0.995
0.15000000000000002; 0.98877
0.2; 0.98007
0.25; 0.96891
0.30000000000000004; 0.95534
0.35000000000000003; 0.93937
0.4; 0.92106
0.45; 0.90045
0.5; 0.87758
0.55; 0.85252
0.6000000000000001; 0.82534
0.65; 0.79608
0.7000000000000001; 0.76484
0.75; 0.73169
0.8; 0.69671
0.8500000000000001; 0.65998
0.9; 0.62161
0.9500000000000001; 0.58168
1.0; 0.5403
1.05; 0.49757
1.1; 0.4536
1.1500000000000001; 0.40849
